id,action,verb,noun
2033, tip-into_sink,64,33
2034, tip-out_box:lunch,64,39
2035, tip_passata,64,41
2036, tip_rice,64,44
2037, tip_garlic,64,45
2038, tip-out_paneer,64,51
2039, tip_bowl,64,6
2040, tip-out_tin,64,87
2041, turn-down_heat,65,106
2042, turn-down_hob,65,47
2043, collect_water,66,17
2044, gather_parsley,66,178
2045, gather_bag,66,20
2046, gather_tap,66,3
2047, gather_tomato,66,30
2048, collect_residue:food,66,37
2049, collect_rind,66,68
2050, gather_spoon,66,7
2051, eat_mushroom,67,110
2052, eat_tuna,67,122
2053, bite_apple,67,234
2054, eat_cookie,67,239
2055, eat_potato,67,27
2056, eat_carrot,67,40
2057, eat_olive,67,83
2058, stack_saucepan,68,1
2059, stack_bean:green,68,138
2060, stack_box,68,39
2061, stack-up_cucumber,68,94
2062, store_pan,69,1
2063, store_sugar,69,103
2064, store_lid,69,11
2065, store_glass,69,16
2066, store_grinder,69,163
2067, store_bag,69,20
2068, store_mug,69,23
2069, store_plate,69,4
2070, store_sauce,69,41
2071, store_milk,69,43
2072, store_egg,69,50
2073, store_bowl,69,6
2074, store_spoon,69,7
2075, store_tableware,69,75
2076, store_package,69,77
2077, stir_pan,6,1
2078, stir_fridge,6,10
2079, mix_fish,6,100
2080, stir_sugar,6,103
2081, mix_piece:leek,6,107
2082, stir_stock,6,111
2083, mix_yoghurt,6,116
2084, mix_chopstick,6,117
2085, mix_ginger,6,119
2086, stir_hand,6,12
2087, mix_tuna,6,122
2088, stir_onion,6,13
2089, stir_bacon,6,133
2090, mix-in_blueberry,6,135
2091, mix_pesto:cheese,6,136
2092, mix_onion:spring,6,14
2093, mix_ingredient,6,143
2094, stir_nut:pine,6,147
2095, stir_pot,6,15
2096, stir_oat,6,158
2097, mix_curd:bean,6,159
2098, mix_corn,6,161
2099, mix_fraiche:creme,6,166
2100, stir_content:pan,6,167
2101, stir_water,6,17
2102, stir_tea,6,177
2103, stir_honey,6,184
2104, mix_board:chopping,6,19
2105, mix_noodle,6,190
2106, stir_coconut,6,193
2107, stir_spinach,6,195
2108, stir_paella,6,201
2109, stir_spatula,6,22
2110, stir_coriander,6,223
2111, stir_mocha,6,224
2112, mix_soup,6,226
2113, stir_cup:measuring,6,23
2114, mix_mayonnaise,6,238
2115, mix_oil,6,24
2116, mix_cherry,6,252
2117, mix_sprout,6,254
2118, stir_meat,6,26
2119, stir_potato,6,27
2120, stir_dumpling,6,272
2121, mix-in_cinnamon,6,278
2122, mix_tomato:peeled,6,30
2123, mix_salt,6,31
2124, stir_pasta,6,35
2125, mix_food,6,37
2126, mix_carrot,6,40
2127, stir_sauce,6,41
2128, stir_milk,6,43
2129, stir_rice,6,44
2130, stir_garlic,6,45
2131, mix_pepper:bell,6,46
2132, mix_dough,6,48
2133, stir_knife,6,5
2134, whisk_egg,6,50
2135, mix_cheese,6,51
2136, stir_toast,6,52
2137, stir_salad,6,54
2138, stir_coffee,6,58
2139, mix_bowl,6,6
2140, stir_jar:spice,6,60
2141, stir_chicken,6,62
2142, mix_mixture,6,64
2143, stir_courgette,6,69
2144, stir_spoon,6,7
2145, stir_leaf:bay,6,72
2146, mix_lettuce,6,73
2147, stir_spice,6,79
2148, stir_sausage,6,84
2149, stir_drawer,6,9
2150, stir_vegetable,6,90
2151, stir_flour,6,93
2152, mix_curry,6,95
2153, stir_squash,6,99
2154, switch_heat,70,106
2155, switch_pot,70,15
2156, switch_bag,70,20
2157, switch_dustbin,70,25
2158, switch_kettle,70,38
2159, switch_stove,70,47
2160, switch_microwave,70,55
2161, switch_spade,70,7
2162, switch_side,70,78
2163, switch_cabinet,70,8
2164, increase_heat,71,106
2165, turn-up_hob,71,47
2166, increase_cooker,71,56
2167, carry_laundry,72,130
2168, carry_glass,72,16
2169, carry_bag,72,20
2170, carry_filter:water,72,59
2171, carry_bowl,72,6
2172, have_wrapper,72,77
2173, lift-up_pan:frying,73,1
2174, lift_lid,73,11
2175, lift-up_maker:coffee,73,126
2176, screw-on_lid,74,11
2177, screw_maker:coffee,74,126
2178, twist_clothes,74,130
2179, screw-in_pot:coffee,74,15
2180, screw_cap,74,164
2181, screw_part,74,292
2182, twist_cloth:cleaning,74,32
2183, screw_filter,74,59
2184, sweep_floor,75,139
2185, sweep_rice,75,44
2186, rub_pan,76,1
2187, rub_hand,76,12
2188, rub_spatula,76,22
2189, rub_knife,76,5
2190, rub_roll:kitchen,76,66
2191, unseal_yoghurt,77,116
2192, unwrap_lime,77,140
2193, unpack_stick:crab,77,246
2194, unwrap_dishwasher,77,49
2195, unwrap_towel:kitchen,77,66
2196, stab_hand,78,12
2197, assemble_teapot,79,15
2198, plug-in_grinder,79,163
2199, plug-into_socket,79,175
2200, plug_bottle,79,28
2201, attach_nozzle:coffee,79,3
2202, plug-in_kettle,79,38
2203, pour-into_pan,7,1
2204, pour_sugar,7,103
2205, pour_mushroom,7,110
2206, pour_stock,7,111
2207, pour_yoghurt,7,116
2208, pour_oregano,7,121
2209, pour_onion,7,13
2210, pour_blueberry,7,135
2211, pour_pesto,7,136
2212, pour_onion:spring,7,14
2213, pour_nut:pine,7,147
2214, pour_powder:curry,7,155
2215, pour_oat,7,158
2216, pour_tofu,7,159
2217, pour_glass,7,16
2218, pour_vinegar:rice,7,162
2219, pour_cream,7,166
2220, pour_content,7,167
2221, pour_water,7,17
2222, pour_raisin,7,171
2223, pour_broccoli,7,173
2224, pour_herb,7,180
2225, pour_celery,7,185
2226, pour_noodle,7,190
2227, pour_yeast,7,191
2228, pour_dustpan,7,2
2229, pour-out_pea,7,213
2230, pour_juice,7,215
2231, pour_wine,7,216
2232, pour_cup,7,23
2233, pour_oil,7,24
2234, pour_berry,7,242
2235, pour_bin,7,25
2236, pour_cherry,7,252
2237, pour_almond,7,255
2238, pour_flake:chilli,7,257
2239, pour_meat,7,26
2240, pour_smoothie,7,267
2241, pour-out_grass:lemon,7,268
2242, pour_potato,7,27
2243, pour_beer,7,274
2244, pour_cinnamon,7,278
2245, pour-out_bottle,7,28
2246, pour-into_container,7,29
2247, pour_tomato,7,30
2248, pour_syrup:maple,7,301
2249, pour_salt,7,31
2250, pour-into_sink,7,33
2251, pour_pasta,7,35
2252, pour_food,7,37
2253, pour_kettle,7,38
2254, pour-onto_plate,7,4
2255, pour_sauce,7,41
2256, pour_milk:soy,7,43
2257, pour_rice,7,44
2258, pour_garlic,7,45
2259, pour_pepper,7,46
2260, pour_egg,7,50
2261, pour_paneer,7,51
2262, pour_salad,7,54
2263, pour_coffee,7,58
2264, pour_bowl,7,6
2265, pour_chicken,7,62
2266, pour-on_tray:baking,7,63
2267, pour_mixture,7,64
2268, pour_roll:kitchen,7,66
2269, pour_courgette,7,69
2270, pour_spoon,7,7
2271, pour_liquid:washing,7,70
2272, pour-up_liquid,7,71
2273, pour_lettuce,7,73
2274, pour_packaging,7,77
2275, pour_spice,7,79
2276, pour_locker,7,8
2277, pour_olive,7,83
2278, pour_sausage,7,84
2279, pour_flour,7,93
2280, pour_cereal,7,96
2281, pour_soap,7,98
2282, pour_squash,7,99
2283, unfold_tablecloth,80,153
2284, unfold_bag,80,20
2285, unfold_cloth:table,80,32
2286, lower_heat,81,106
2287, lower_lid,81,11
2288, prepare_roll,82,127
2289, prepare_tomato,82,30
2290, prepare_tupperware,82,39
2291, prepare_coffee,82,58
2292, unscrew_moka,83,126
2293, season-with_oil,84,24
2294, salt_can:trash,84,87
2295, video_light,85,113
2296, video_water,85,17
2297, video_sponge,85,21
2298, video_phone:mobile,85,248
2299, video_coffee,85,58
2300, tap-off_tap,86,3
2301, set-off_timer,87,151
2302, set-off_alarm,87,306
2303, squirt_cleaner,88,70
2304, squirt-up_liquid,88,71
2305, load_dishwasher,89,49
2306, throw_pan:cake,8,1
2307, throw_fridge,8,10
2308, throw_bit:chilli,8,101
2309, throw_cover,8,102
2310, throw_aubergine,8,104
2311, throw_rubbish,8,108
2312, throw_lid:plastic,8,11
2313, throw_chopstick,8,117
2314, throw_banana,8,120
2315, throw_basket,8,125
2316, throw_lemon,8,129
2317, throw_onion,8,13
2318, throw_avocado,8,134
2319, throw_bean:green,8,138
2320, throw_foil,8,141
2321, throw_processor:food,8,146
2322, throw_pot:kiwi,8,15
2323, throw_glass,8,16
2324, throw_cap,8,164
2325, throw_water,8,17
2326, throw_broccoli,8,173
2327, throw_bag:tea,8,177
2328, throw_celery,8,185
2329, throw_fruit,8,197
2330, throw_bag,8,20
2331, throw_leftover,8,209
2332, throw_sponge,8,21
2333, throw_mesh,8,219
2334, throw_cilantro,8,223
2335, throw_seed,8,229
2336, throw_cookie,8,239
2337, throw_oil:olive,8,24
2338, throw-in_bit:pear,8,240
2339, throw_shell,8,249
2340, throw_bin,8,25
2341, throw-away_scrap,8,261
2342, throw_melon,8,263
2343, throw_potato,8,27
2344, throw_basil,8,277
2345, throw_bottle:oil,8,28
2346, throw_cork,8,289
2347, throw_container:tofu,8,29
2348, throw_part,8,292
2349, throw_centre:tomato,8,30
2350, throw_cloth,8,32
2351, throw_band:rubber,8,323
2352, throw_sink,8,33
2353, throw_protector:wall,8,343
2354, throw_piece:pasta,8,35
2355, throw-away_residue:food,8,37
2356, throw_box,8,39
2357, throw_dish,8,4
2358, throw_carrot,8,40
2359, throw_bit:garlic,8,45
2360, throw_pepper:bell,8,46
2361, throw_cheese,8,51
2362, throw_bread,8,52
2363, throw_salad,8,54
2364, dispose-of_coffee,8,58
2365, throw_filter,8,59
2366, throw_bowl,8,6
2367, throw_chicken,8,62
2368, throw_tray:baking,8,63
2369, throw_towel,8,65
2370, throw_towel:paper,8,66
2371, throw_skin,8,68
2372, throw_courgette,8,69
2373, throw_leaf,8,72
2374, throw_plastic,8,77
2375, throw_counter,8,78
2376, throw_door,8,8
2377, throw_paper,8,81
2378, throw_sausage,8,84
2379, throw_can,8,87
2380, throw_wrap,8,92
2381, throw_cucumber,8,94
2382, throw_napkin,8,97
2383, throw_squash,8,99
2384, unroll_bag:flour,90,20
2385, roll-out_spatula,90,22
2386, unroll_egg,90,50
2387, unroll_film,90,91
2388, water_sponge,91,21
2389, wet_mat:sushi,91,89
2390, do_mug,92,23
2391, do_bottle,92,28
2392, do_egg:pour,92,50
2393, flatten-with_spatula,93,22
2394, flatten_bottle,93,28
2395, flatten_container,93,29
2396, flatten_dough,93,48
2397, slide_onion,95,13
2398, slide_nut:pine,95,147
2399, slide_ring:onion,95,251
2400, slide_potato,95,27
2401, slide-out_dishwasher,95,49
2402, unplug_cord:power,96,275
2403, unplug_kettle,96,38
2404, unplug_microwave,96,55
2405, level_ground:coffee,97,58
2406, tear-out_bacon,98,133
2407, feel_temperature,99,106
2408, touch_lid,99,11
2409, move_saucepan,9,1
2410, move_fridge,9,10
2411, move_sugar,9,103
2412, move_jug,9,105
2413, move_rubbish,9,108
2414, move_lid,9,11
2415, move_pizza,9,114
2416, move_chopstick,9,117
2417, move_basket,9,125
2418, move_moka,9,126
2419, move_roll,9,127
2420, transfer_onion,9,13
2421, move_clothes,9,130
2422, move_grater,9,131
2423, move_pesto,9,136
2424, move_piece:lime,9,140
2425, move_scale,9,144
2426, move_pot:other,9,15
2427, move_shelf,9,150
2428, move_tablecloth,9,153
2429, move_glass,9,16
2430, move_cob:corn,9,161
2431, move_vinegar,9,162
2432, move_support,9,165
2433, move_water,9,17
2434, move_broccoli,9,173
2435, move_plug,9,175
2436, move_fork,9,18
2437, move_base:pizza,9,181
2438, move_board:cutting,9,19
2439, move_yeast,9,191
2440, move_bag:flour,9,20
2441, move_chip,9,202
2442, move_chair,9,205
2443, move_sponge,9,21
2444, move_mesh,9,219
2445, move_spatula,9,22
2446, move_cup:measuring,9,23
2447, move_oil,9,24
2448, move_bin:garbage,9,25
2449, move_meat,9,26
2450, move_potato,9,27
2451, move_bottle,9,28
2452, move_control:remote,9,287
2453, move_container,9,29
2454, move_tap,9,3
2455, move_tomato,9,30
2456, move_salt,9,31
2457, move_wire,9,311
2458, move_cloth,9,32
2459, move_sheet,9,325
2460, move_sink,9,33
2461, move_cd,9,338
2462, move_slipper,9,339
2463, move_funnel,9,348
2464, move_pasta,9,35
2465, move_driver:screw,9,350
2466, move_residue:food,9,37
2467, move_kettle,9,38
2468, move_box:lunch,9,39
2469, move_plate,9,4
2470, move_choppings:carrot,9,40
2471, move_sauce,9,41
2472, move_colander,9,42
2473, move_milk,9,43
2474, move_rice,9,44
2475, move_clove,9,45
2476, move_pepper:bell,9,46
2477, move_knife,9,5
2478, move_egg,9,50
2479, move_paneer,9,51
2480, move_bread,9,52
2481, move_salad,9,54
2482, move_microwave,9,55
2483, move_cooker,9,56
2484, move_cooker:rice,9,57
2485, move_coffee,9,58
2486, move_filter,9,59
2487, move_bowl,9,6
2488, move_jar:salt,9,60
2489, move_rack:drying,9,61
2490, move_chicken,9,62
2491, move_tray,9,63
2492, move_mixture,9,64
2493, move_towel:paper,9,66
2494, move_skin:squash,9,68
2495, move_courgette,9,69
2496, move_spoon,9,7
2497, move_detergent,9,70
2498, move-up_liquid,9,71
2499, move_cutlery,9,75
2500, move_scissors,9,76
2501, move_plastic,9,77
2502, move_top,9,78
2503, move_spice,9,79
2504, move_cupboard,9,8
2505, move_paper,9,81
2506, move_olive,9,83
2507, move_sausage,9,84
2508, move_can,9,87
2509, move_vegetable,9,90
2510, move_flour,9,93
2511, transfer_curry:fish,9,95
2512, move_napkin,9,97
